id,series,block,format,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
2301,Fields of Honor,Drums of War,"Classic, Core",064,Hatchet Totem,Ability,Shaman,,,Enhancement,Neutral,Air Totem (1)   ,R,2,,0,,,0,1,"Ongoing: When Hatchet Totem enters play, put an Axe weapon token into play with 4 [Melee] ATK, 1 strike cost, and Melee(1) if Hatchet Totem is in play. When Hatchet Totem leaves play, remove that Axe from the game.",2663,FoH_064.jpg,Core,Neutral,,,,
2302,Fields of Honor,Drums of War,"Classic, Core",065,Spark,Ability,Shaman,,,Elemental,Neutral,,U,4,,0,,Fire,0,0,"This turn, your hero has ""Exhaust a card in play you control >>> This hero deals 1 fire damage to target hero or ally.""",2701,FoH_065.jpg,Core,Neutral,,,,
2303,Fields of Honor,Drums of War,"Classic, Core",066,Wavestorm Totem,Ability,Shaman,,,Restoration,Neutral,Water Totem (1)   ,C,2,,0,,,0,1,"Ongoing: When an opposing ability, ally, or equipment readies, put it into its owner's hand. (Totems can be attacked or targeted like allies.)",2668,FoH_066.jpg,Core,Neutral,,,,
2304,Fields of Honor,Drums of War,"Classic, Core",067,Windfury Infusion,Ability,Shaman,,,Enhancement,Neutral,,R,6,,0,,,0,0,"Attach to target ally or weapon.
Ongoing: Attached card has +3 ATK.
When attached card becomes exhausted for the first time each turn, you may ready it.",2704,FoH_067.jpg,Core,Neutral,,,,
2305,Fields of Honor,Drums of War,"Classic, Core",068,Backlash,Ability,Warlock,,,Destruction,Neutral,Instant Talent  ,R,2,,0,,,0,0,"Destruction Hero Required
Ongoing: [Activate] >>> If an opposing hero or ally dealt damage to your hero this turn, draw a card.",2673,FoH_068.jpg,Core,Neutral,Destruction,,,
2306,Fields of Honor,Drums of War,"Classic, Core",069,Cremate,Ability,Warlock,,,Destruction,Neutral,,C,1,,0,,Fire,0,0,"Your hero deals 2 fire damage to target hero or ally. If that character would be destroyed this turn, remove it from the game instead.",2703,FoH_069.jpg,Core,Neutral,,,,
2307,Fields of Honor,Drums of War,"Classic, Core",070,Curse of the Elements,Ability,Warlock,,,Affliction,Neutral,Curse   ,R,7,,0,,,0,0,"Attach to target hero.
Ongoing: If attached hero would be dealt fire, frost, or nature damage, it's dealt that much +3 instead.",2736,FoH_070.jpg,Core,Neutral,,,,
2308,Fields of Honor,Drums of War,"Classic, Core",071,Curse of Weakness,Ability,Warlock,,,Affliction,Neutral,Curse   ,C,2,,0,,,0,0,"Attach to target hero or ally.
Ongoing: At the start of attached character's controller's turn, exhaust it unless he pays 4.",2741,FoH_071.jpg,Core,Neutral,,,,
2309,Fields of Honor,Drums of War,"Classic, Core",072,Dominate,Ability,Warlock,,,Demonology,Neutral,,U,4,,0,,Shadow,0,0,"As an additional cost to play, destroy an ally in your party.
Your hero deals shadow damage equal to that ally's ATK to each opposing hero and ally.",2725,FoH_072.jpg,Core,Neutral,,,,
2310,Fields of Honor,Drums of War,"Classic, Core",073,Hesriana,Ally,Warlock,Demon Succubus,,,Neutral,Pet (1)   ,E,3,,2,,Shadow,0,3,"When Hesriana enters play, you may remove target opposing ally from the game, and Hesriana has that card's printed powers while it remains removed from the game.",2671,FoH_073.jpg,Core,Neutral,,,,
2311,Fields of Honor,Drums of War,"Classic, Core",074,Soulstone,Ability,Warlock,,,Demonology,Neutral,,U,3,,0,,,0,0,"Attach to target ally.
Ongoing: When attached ally is destroyed, its owner may put it from his graveyard into play.",2708,FoH_074.jpg,Core,Neutral,,,,
2312,Fields of Honor,Drums of War,"Classic, Core",075,Bleed,Ability,Warrior,,,Arms,Neutral,,C,3,,0,,Melee,0,0,"Attach to target hero or ally.
Ongoing: At the start of your turn, destroy Bleed if attached character is undamaged. Otherwise, your hero deals 2 melee damage to it.",2740,FoH_075.jpg,Core,Neutral,,,,
2313,Fields of Honor,Drums of War,"Classic, Core",076,Blood Frenzy,Ability,Warrior,,,Arms,Neutral,Talent   ,R,1,,0,,,0,0,"Arms Hero Required
Ongoing: Heroes and allies in your party have +1 ATK while in combat with heroes and allies with an attachment.",2804,FoH_076.jpg,Core,Neutral,Arms,,,
2314,Fields of Honor,Drums of War,"Classic, Core",077,Collateral Damage,Ability,Warrior,,,Arms,Neutral,,U,4,,0,,Melee,0,0,"Attach to target hero.
Ongoing: At the start of your turn, your hero deals 1 melee damage to each ally in attached hero's party.",2702,FoH_077.jpg,Core,Neutral,,,,
2315,Fields of Honor,Drums of War,"Classic, Core",078,Keys to the Armory,Ability,Warrior,,,Protection,Neutral,,R,2,,0,,,0,0,"Search your deck for an equipment card, reveal it, and put it into your hand.",2696,FoH_078.jpg,Core,Neutral,,,,
2316,Fields of Honor,Drums of War,"Classic, Core",079,Overpower,Ability,Warrior,,,Arms,Neutral,,R,6,,0,,,0,0,Ongoing: Opposing cards can't be exhausted on your turn.,2735,FoH_079.jpg,Core,Neutral,,,,
2317,Fields of Honor,Drums of War,"Classic, Core",080,Reckless Abandon,Ability,Warrior,,,Fury,Neutral,,U,5,,0,,,0,0,"Ongoing: [Activate] >>> If target friendly ally would be dealt damage this turn, it's dealt to your hero instead.",2709,FoH_080.jpg,Core,Neutral,,,,
2318,Fields of Honor,Drums of War,"Classic, Core",081,Split Open,Ability,Warrior,,,Fury,Neutral,Instant   ,C,2,,0,,,0,0,"Attach to target hero or ally.
Ongoing: Attached character has -2 health.",2743,FoH_081.jpg,Core,Neutral,,,,
2319,Fields of Honor,Drums of War,"Classic, Core",082,Arcane Warding,Ability,MgPa,,,"Arcane, Protection",Neutral,Instant   ,C,2,,0,,,0,0,"Attach to target ally.
Ongoing: Attached ally is untargetable.",2716,FoH_082.jpg,Core,Neutral,,,,
2320,Fields of Honor,Drums of War,"Classic, Core",083,Celerity,Ability,RoSh,,,"Combat, Enhancement",Neutral,,C,3,,0,,,0,0,"Ongoing: [Activate] >>> If your hero is defending against an ally, remove your hero from combat.",2712,FoH_083.jpg,Core,Neutral,,,,
2321,Fields of Honor,Drums of War,"Classic, Core",084,Essence of Mending,Ability,PrSh,,,"Holy, Restoration",Neutral,Instant   ,C,4,,0,,,0,0,Your hero heals 6 damage from each friendly hero and ally.,2715,FoH_084.jpg,Core,Neutral,,,,
2322,Fields of Honor,Drums of War,"Classic, Core",085,Fortifying Shout,Ability,PrWr,,,"Discipline, Fury",Neutral,Shout   ,C,5,,0,,,0,0,Ongoing: Heroes and allies in your party have +2 health.,2699,FoH_085.jpg,Core,Neutral,,,,
2323,Fields of Honor,Drums of War,"Classic, Core",086,Frigid Winds,Ability,DrMg,,,"Balance, Frost",Neutral,Instant   ,C,2,,0,,,0,0,"Target hero or ally can't attack this turn.
Draw a card.",2713,FoH_086.jpg,Core,Neutral,,,,
2324,Fields of Honor,Drums of War,"Classic, Core",087,No Man's Land,Ability,DrWk,,,"Restoration, Demonology",Neutral,,C,2,,0,,,0,0,"Attach to target ally in your party.
Ongoing: When attached ally is destroyed, draw two cards.",2710,FoH_087.jpg,Core,Neutral,,,,
2325,Fields of Honor,Drums of War,"Classic, Core",088,Pin,Ability,HuRo,,,"Marksmanship, Subtlety",Neutral,Instant Combo  ,C,1,,0,,,0,0,Target player can't play allies this turn.,2614,FoH_088.jpg,Core,Neutral,,,,
2326,Fields of Honor,Drums of War,"Classic, Core",089,Sacrificial Vengeance,Ability,PaWk,,,"Retribution, Demonology",Neutral,,C,2,,0,,,0,0,"Attach to target ally in your party.
Ongoing: When attached ally is destroyed, target opponent destroys an ally in his party.",2711,FoH_089.jpg,Core,Neutral,,,,
2327,Fields of Honor,Drums of War,"Classic, Core",090,Screeching Shot,Ability,HuWr,,,"Survival, Fury",Neutral,Shout   ,C,3,,0,,,0,0,Ongoing: Opposing heroes and allies have -1 ATK while attacking.,2714,FoH_090.jpg,Core,Neutral,,,,
2328,Fields of Honor,Drums of War,"Classic, Core",091,Path of Cenarius,Ability,Any,,,,Neutral,,U,2,,0,,,0,0,"Attach to target ally.
Ongoing: Attached ally has ""Pay 1, [Activate] >>> Ready another target ally.""",2606,FoH_091.jpg,Core,Neutral,,,,
2329,Fields of Honor,Drums of War,"Classic, Core",092,Adam Eternum,Ally,Warrior,Human,,,Alliance,Unique   ,R,3,,5,,Melee,0,3,Pay 2 or remove an honor counter from a card you control >>> Remove Adam from the game. Put him into play at the start of the next turn.,2623,FoH_092.jpg,Core,Neutral,,,,
2330,Fields of Honor,Drums of War,"Classic, Core",093,Baelgond Soulgrace,Ally,Priest,Dwarf,,,Alliance,,U,3,,1,,Holy,0,1,"When Baelgond enters play, reveal the top three cards of your deck. Put a revealed ability card into hand and the rest on the bottom of your deck.",2767,FoH_093.jpg,Core,Neutral,,,,
2331,Fields of Honor,Drums of War,"Classic, Core",094,Bladehands Spigotgulp,Ally,Rogue,Gnome,,,Alliance,,C,2,,2,,Melee,0,3,"Escape Artist (When this ally becomes targeted by an opposing card or effect, you may put it into its owner's hand.)
If you would draw a card, you may skip drawing it instead.
When you skip drawing a card this way, turn target resource face down.",2774,FoH_094.jpg,Core,Neutral,,,,
2332,Fields of Honor,Drums of War,"Classic, Core",095,Corvus Promaethon,Ally,Warlock,Human,,,Alliance,,C,5,,3,,Shadow,0,5,[Activate] >>> Remove target ability or equipment from the game.,2769,FoH_095.jpg,Core,Neutral,,,,
2333,Fields of Honor,Drums of War,"Classic, Core",096,Darok Steelstrike,Ally,Rogue,Dwarf,,,Alliance,,C,3,,4,,Melee,0,2,"Find Treasure (When this ally enters play, you may draw a card. If you do, discard a card.)",2759,FoH_096.jpg,Core,Neutral,,,,
2334,Fields of Honor,Drums of War,"Classic, Core",097,Dimzer the Prestidigitator,Ally,Warlock,Gnome,,,Alliance,,R,5,,5,,Shadow,0,6,"Gnome Hero Required
Escape Artist
When you play Dimzer or another ally, you may put 1 damage on it as it enters play. If you do, draw a card.",2626,FoH_097.jpg,Core,Neutral,,Gnome,,
2335,Fields of Honor,Drums of War,"Classic, Core",098,Durgle Wizzledab,Ally,Warlock,Gnome,,,Alliance,,C,6,,4,,Shadow,0,5,Remove an ability card in your graveyard from the game >>> Durgle heals 2 damage from himself.,2757,FoH_098.jpg,Core,Neutral,,,,
2336,Fields of Honor,Drums of War,"Classic, Core",099,Endina the Hunted,Ally,Druid,Night Elf,,,Alliance,,C,2,,2,,Melee,0,2,"Protector
While Endina is exhausted, opposing heroes and allies can attack only Endina if able.",2763,FoH_099.jpg,Core,Neutral,,,,
2337,Fields of Honor,Drums of War,"Classic, Core",100,Gromble the Apt,Ally,Hunter,Dwarf,,,Alliance,,U,2,,1,,Ranged,0,3,"Find Treasure (When this ally enters play, you may draw a card. If you do, discard a card.)
Your hero can be exhausted to pay costs as though it were a resource.",2629,FoH_100.jpg,Core,Neutral,,,,
2338,Fields of Honor,Drums of War,"Classic, Core",101,"Grudum, Trove Guardian",Ally,Warrior,Dwarf,,,Alliance,,C,1,,1,,Melee,0,2,"Protector
Find Treasure (When this ally enters play, you may draw a card. If you do, discard a card.)",2770,FoH_101.jpg,Core,Neutral,,,,
2339,Fields of Honor,Drums of War,"Classic, Core",102,Illiyana Moonblaze,Ally,Rogue,Night Elf,,,Alliance,Unique   ,E,8,,9,,Melee,0,9,"At the start of your turn, each opponent destroys a [Horde] card he controls.",2775,FoH_102.jpg,Core,Neutral,,,,
2340,Fields of Honor,Drums of War,"Classic, Core",103,Iravar,Ally,Paladin,Draenei,,,Alliance,Unique   ,U,6,,5,,Holy,0,1,Pay 2 or remove an honor counter from a card you control >>> Iravar deals 1 holy damage to each opposing ally.,2766,FoH_103.jpg,Core,Neutral,,,,
2341,Fields of Honor,Drums of War,"Classic, Core",104,Jonas Targan,Ally,Warrior,Human,,,Alliance,,C,2,,1,,Melee,0,1,[Activate] >>> Jonas deals 1 melee damage to target damaged hero or ally.,2768,FoH_104.jpg,Core,Neutral,,,,
2342,Fields of Honor,Drums of War,"Classic, Core",105,Lairin the Grounded,Ally,Hunter,Draenei,,,Alliance,,C,6,,7,,Ranged,0,3,"Arcane Resistance (Prevent all arcane or [Arcane] damage that this ally would be dealt.)
Nature Resistance (Prevent all nature or [Nature] damage that this ally would be dealt.)",2764,FoH_105.jpg,Core,Neutral,,,,
2343,Fields of Honor,Drums of War,"Classic, Core",106,Larrington Zarus,Ally,Mage,Human,,,Alliance,,R,6,,9,,Frost,0,6,"When Larrington is destroyed while not an Undead, target opponent puts him into his party, and Larrington is also an Undead.",2776,FoH_106.jpg,Core,Neutral,,,,
2344,Fields of Honor,Drums of War,"Classic, Core",107,Maeryl Leafstrike,Ally,Warrior,Night Elf,,,Alliance,,C,3,,3,,Melee,0,5,"Protector
Maeryl has -2 ATK while exhausted.",2771,FoH_107.jpg,Core,Neutral,,,,
2345,Fields of Honor,Drums of War,"Classic, Core",108,Marundal the Kindred,Ally,Druid,Night Elf,,,Alliance,,R,4,,4,,Arcane,0,4,"Each ally has ATK and health equal to its cost, and can't gain or lose ATK or health.",2805,FoH_108.jpg,Core,Neutral,,,,
2346,Fields of Honor,Drums of War,"Classic, Core",109,Mayla Finksputter,Ally,Mage,Gnome,,,Alliance,,C,3,,3,,Arcane,0,1,"Escape Artist (When this ally becomes targeted by an opposing card or effect, you may put it into its owner's hand.)
When Mayla leaves play, you may draw a card.",2625,FoH_109.jpg,Core,Neutral,,,,
2347,Fields of Honor,Drums of War,"Classic, Core",110,Modric Sternbeard,Ally,Paladin,Dwarf,,,Alliance,,C,3,,2,,Holy,0,3,"Protector
Find Treasure (When this ally enters play, you may draw a card. If you do, discard a card.)
When Modric defends, he may heal all damage from target ally.",2772,FoH_110.jpg,Core,Neutral,,,,
2348,Fields of Honor,Drums of War,"Classic, Core",111,Naan the Selfless,Ally,Shaman,Draenei,,,Alliance,,C,1,,0,,Nature,0,3,"Protector
When Naan defends, he deals 1 nature damage to target hero or ally and heals 1 damage from a second target hero or ally.",2777,FoH_111.jpg,Core,Neutral,,,,
2349,Fields of Honor,Drums of War,"Classic, Core",112,Noxel Shroudhaggle,Ally,Warlock,Gnome,,,Alliance,,C,1,,1,,Fire,0,2,"Escape Artist (When this ally becomes targeted by an opposing card or effect, you may put it into its owner's hand.)
Your hero is untargetable.",2760,FoH_112.jpg,Core,Neutral,,,,
2350,Fields of Honor,Drums of War,"Classic, Core",113,Orlund,Ally,Priest,Dwarf,,,Alliance,,C,4,,1,,Shadow,0,6,"Find Treasure (When this ally enters play, you may draw a card. If you do, discard a card.)
When an opponent discards a card, Orlund deals 3 shadow damage to that opponent's hero.",2758,FoH_113.jpg,Core,Neutral,,,,
2351,Fields of Honor,Drums of War,"Classic, Core",114,Quenlan Lifeboon,Ally,Priest,Night Elf,,,Alliance,,C,1,,2,,Holy,0,1,Destroy Quenlan >>> Quenlan heals 3 damage from target hero or ally.,2773,FoH_114.jpg,Core,Neutral,,,,
2352,Fields of Honor,Drums of War,"Classic, Core",115,Royal Guardian Jameson,Ally,Paladin,Human,,,Alliance,,R,5,,4,,Melee,0,5,"Protector
At the end of your turn, exhaust target ready opposing ally. If you do, you may have it deal melee damage equal to its ATK to a second target ally.",2778,FoH_115.jpg,Core,Neutral,,,,
2353,Fields of Honor,Drums of War,"Classic, Core",116,Skaduzzle,Ally,Mage,Gnome,,,Alliance,,C,5,,6,,Fire,0,3,"Escape Artist (When this ally becomes targeted by an opposing card or effect, you may put it into its owner's hand.)",2762,FoH_116.jpg,Core,Neutral,,,,
2354,Fields of Honor,Drums of War,"Classic, Core",117,Spelunker Maddocks,Ally,Rogue,Dwarf,,,Alliance,,R,4,,0,,Melee,0,0,"Dwarf Hero Required
Find Treasure
Maddocks has +1 ATK / +1 health for each card in your graveyard.",2630,FoH_117.jpg,Core,Neutral,,Dwarf,,
2355,Fields of Honor,Drums of War,"Classic, Core",118,Vanndar Stormpike,Ally,Warrior,Dwarf,,,Alliance,Unique   ,E,14,,7,,Melee,0,9,"Protector
You pay 1 less to play Vanndar for each honor counter on cards you control.
Pay 1, Remove an honor counter from a card you control >>> Each player destroys one of his resources.",2654,FoH_118.jpg,Core,Neutral,,,,
2356,Fields of Honor,Drums of War,"Classic, Core",119,Vurkeran,Ally,Shaman,Draenei,,,Alliance,,C,7,,2,,Nature,0,9,"Protector
[Activate] >>> Ready all abilities and equipment you control.",2761,FoH_119.jpg,Core,Neutral,,,,
2357,Fields of Honor,Drums of War,"Classic, Core",120,Zumbly Fiddlespark,Ally,Warrior,Gnome,,,Alliance,,C,4,,3,,Melee,0,4,"Protector
Escape Artist (When this ally becomes targeted by an opposing card or effect, you may put it into its owner's hand.)
When Zumbly leaves play, target ally is a protector this turn.",2765,FoH_120.jpg,Core,Neutral,,,,
2358,Fields of Honor,Drums of War,"Classic, Core",121,Blood Knight Haeleth,Ally,Paladin,Blood Elf,,,Horde,,C,3,,1,,Holy,0,5,"Protector
Once per turn: Pay 2 >>> Haeleth heals 2 damage from target hero or ally.",2797,FoH_121.jpg,Core,Neutral,,,,
2359,Fields of Honor,Drums of War,"Classic, Core",122,Bloodwatcher Denissa,Ally,Hunter,Blood Elf,,,Horde,,C,2,,1,,Ranged,0,1,"When an opposing ally enters play, Denissa deals 1 ranged damage to it.",2795,FoH_122.jpg,Core,Neutral,,,,
2360,Fields of Honor,Drums of War,"Classic, Core",123,Charkov,Ally,Priest,Undead,,,Horde,,C,5,,3,,Shadow,0,4,"Will of the Forsaken (This ally cant leave play unless it has fatal damage or 0 health.)
When Charkov enters play, each player puts an ally from his party into its owner's hand.",2800,FoH_123.jpg,Core,Neutral,,,,
2361,Fields of Honor,Drums of War,"Classic, Core",124,Dannon Spellsurge,Ally,Paladin,Blood Elf,,,Horde,,C,1,,0,,Melee,0,3,"Protector
When you play an ability, Dannon has +2 ATK this turn.",2799,FoH_124.jpg,Core,Neutral,,,,
2362,Fields of Honor,Drums of War,"Classic, Core",125,Dark Archon Farrum,Ally,Priest,Undead,,,Horde,,U,1,,2,,Holy,0,1,"Will of the Forsaken (This ally can't leave play unless it has fatal damage or 0 health.)
Your hero can protect Farrum.",2627,FoH_125.jpg,Core,Neutral,,,,
2363,Fields of Honor,Drums of War,"Classic, Core",126,Deathstalker Leanna,Ally,Rogue,Undead,,,Horde,,C,6,,5,,Melee,0,4,"Will of the Forsaken (This ally cant leave play unless it has fatal damage or 0 health.)
Leanna has +3 ATK while attacking an exhausted hero or ally.",2783,FoH_126.jpg,Core,Neutral,,,,
2364,Fields of Honor,Drums of War,"Classic, Core",127,Dethvir the Malignant,Ally,Warlock,Undead,,,Horde,,R,4,,4,,Fire,0,5,"Undead Hero Required
Will of the Forsaken
If another hero or ally in your party would be dealt damage, you may have it be dealt to Dethvir instead.",2628,FoH_127.jpg,Core,Neutral,,,,
2365,Fields of Honor,Drums of War,"Classic, Core",128,Drek'Thar,Ally,Shaman,Orc,,,Horde,Unique   ,E,14,,7,,Melee,0,9,"Protector
You pay 1 less to play Drek'Thar for each honor counter on cards you control.
Pay 1, Remove an honor counter from a card you control >>> Put a Wolf ally token into play with 1 [Melee] ATK / 1 health and ferocity.",2624,FoH_128.jpg,Core,Neutral,,,,
2366,Fields of Honor,Drums of War,"Classic, Core",129,Elder Narando,Ally,Druid,Tauren,,,Horde,,C,2,,2,,Nature,0,2,"When Narando readies, he has +2 ATK this turn.",2787,FoH_129.jpg,Core,Neutral,,,,
2367,Fields of Honor,Drums of War,"Classic, Core",130,Grugthar Sharpblade,Ally,Rogue,Orc,,,Horde,,C,1,,3,,Melee,0,1,"At the start of your turn, choose a hero or ally in your party. Other characters can't attack this turn.",2792,FoH_130.jpg,Core,Neutral,,,,
2368,Fields of Honor,Drums of War,"Classic, Core",131,Iku'tak,Ally,Rogue,Troll,,,Horde,,C,6,,7,,Melee,0,3,"Fire Resistance (Prevent all fire or [Fire] damage that this ally would be dealt.)
Shadow Resistance (Prevent all shadow or [Shadow] damage that this ally would be dealt.)",2796,FoH_131.jpg,Core,Neutral,,,,
2369,Fields of Honor,Drums of War,"Classic, Core",132,Keldor the Lost,Ally,Warlock,Undead,,,Horde,Unique   ,R,3,,4,,Shadow,0,3,"Pay 2 or remove an honor counter from a card you control >>> Interrupt target ally card. If you do, remove it from the game, and its owner puts it into his party at the start of his next turn.",2665,FoH_132.jpg,Core,Neutral,,,,
2370,Fields of Honor,Drums of War,"Classic, Core",133,Kelm Hargunth,Ally,Warrior,Orc,,,Horde,Unique   ,E,8,,9,,Melee,0,9,"When Kelm attacks, each opponent destroys an [Alliance] card he controls.",2806,FoH_133.jpg,Core,Neutral,,,,
2371,Fields of Honor,Drums of War,"Classic, Core",134,Mojo Masher Shakko,Ally,Shaman,Troll,,,Horde,,C,2,,2,,Frost,0,1,"When another ally in your party is destroyed, you may destroy target ability.",2785,FoH_134.jpg,Core,Neutral,,,,
2372,Fields of Honor,Drums of War,"Classic, Core",135,Mojo Masher Ven'dango,Ally,Rogue,Troll,,,Horde,,C,3,,4,,Melee,0,1,"When another ally in your party is destroyed, you may destroy target equipment.",2790,FoH_135.jpg,Core,Neutral,,,,
2373,Fields of Honor,Drums of War,"Classic, Core",136,Morkad Sharptooth,Ally,Warlock,Orc,,,Horde,,C,3,,5,,Fire,0,3,"At the start of your turn, choose a hero or ally in your party. Other characters can't attack this turn.",2794,FoH_136.jpg,Core,Neutral,,,,
2374,Fields of Honor,Drums of War,"Classic, Core",137,Nathaniel Voran,Ally,Mage,Undead,,,Horde,,C,2,,2,,Frost,0,3,Will of the Forsaken (This ally cant leave play unless it has fatal damage or 0 health.),2789,FoH_137.jpg,Core,Neutral,,,,
2375,Fields of Honor,Drums of War,"Classic, Core",138,Nazguk Sharptongue,Ally,Shaman,Orc,,,Horde,,R,5,,7,,Frost,0,5,"At the start of your turn, choose a hero or ally in your party. Other characters can't attack this turn.
Pay 2, Destroy another ally in your party >>> Nazguk has ferocity this turn.",2779,FoH_138.jpg,Core,Neutral,,,,
2376,Fields of Honor,Drums of War,"Classic, Core",139,Plainsrunner Marun,Ally,Druid,Tauren,,,Horde,,C,1,,1,,Melee,0,1,"Ferocity (Can attack immediately.)
When Marun attacks, you pay 1 less to complete your next quest this turn.",2786,FoH_139.jpg,Core,Neutral,,,,
2377,Fields of Honor,Drums of War,"Classic, Core",140,Plainswatcher Taro,Ally,Warrior,Tauren,,,Horde,,R,7,,5,,Melee,0,5,"Protector
While you control four or more cards in play with the same name, you may play Taro without paying his cost.",2807,FoH_140.jpg,Core,Neutral,,,,
2378,Fields of Honor,Drums of War,"Classic, Core",141,Rakasa Mournewind,Ally,Shaman,Tauren,,,Horde,,C,6,,3,,Frost,0,6,"Protector
When Rakasa deals damage, target opposing hero or ally can't attack or protect this turn.",2793,FoH_141.jpg,Core,Neutral,,,,
2379,Fields of Honor,Drums of War,"Classic, Core",142,Samuel Harrison,Ally,Warrior,Undead,,,Horde,,C,4,,2,,Melee,0,6,"Protector
Will of the Forsaken (This ally cant leave play unless it has fatal damage or 0 health.)",2791,FoH_142.jpg,Core,Neutral,,,,
2380,Fields of Honor,Drums of War,"Classic, Core",143,Scout Kurgo,Ally,Hunter,Orc,,,Horde,,C,5,,1,,Ranged,0,1,"When you play Kurgo, you may search your deck and hand for any number of cards names Scout Kurgo and put them into play.",2798,FoH_143.jpg,Core,Neutral,,,,
2381,Fields of Honor,Drums of War,"Classic, Core",144,Sergeant Pugg,Ally,Warrior,Orc,,,Horde,,U,5,,5,,Melee,0,5,Other allies have -1 health.,2611,FoH_144.jpg,Core,Neutral,,,,
2382,Fields of Honor,Drums of War,"Classic, Core",145,Siaranna the Fickle,Ally,Mage,Blood Elf,,,Horde,,R,6,,6,,Arcane,0,9,"When a player plays an ability, he gains control of Siaranna.",2780,FoH_145.jpg,Core,Neutral,,,,
2383,Fields of Honor,Drums of War,"Classic, Core",146,Sivandra Darklust,Ally,Warlock,Undead,,,Horde,,C,3,,3,,Shadow,0,3,"Will of the Forsaken (This ally cant leave play unless it has fatal damage or 0 health.)
When Sivandra enters play, draw a card, then destroy an ally in your party.",2788,FoH_146.jpg,Core,Neutral,,,,
2384,Fields of Honor,Drums of War,"Classic, Core",147,Windstriker Larun,Ally,Shaman,Tauren,,,Horde,,R,3,,3,,Nature,0,4,"Each ally has ATK equal to its printed ATK, has health equal to its printed health, and can't gain or lose ATK or health.",2781,FoH_147.jpg,Core,Neutral,,,,
2385,Fields of Honor,Drums of War,"Classic, Core",148,Yula the Fair,Ally,Paladin,Blood Elf,,,Horde,,U,4,,4,,Holy,0,2,Pay 2 or remove an honor counter from a card you control >>> Prevent the next 1 damage that Yula would be dealt this turn.,2784,FoH_148.jpg,Core,Neutral,,,,
2386,Fields of Honor,Drums of War,"Classic, Core",149,Zalan Ragewind,Ally,Druid,Tauren,,,Horde,,C,4,,3,,Arcane,0,4,"Protector
When an opponent's hero readies, you may pay 1. If you do, destroy target ability or equipment that opponent controls.",2782,FoH_149.jpg,Core,Neutral,,,,
2387,Fields of Honor,Drums of War,"Classic, Core",150,Backstab Bindo Gearbomb,Ally,Any,Goblin Battlemaster,,,Neutral,Unique Arena  ,E,2,,0,,Melee,0,5,"Pay 1, [Activate] >>> Exhaust target card. If you exhausted an Arena card this way, it can't ready during its controllers next ready step.",2808,FoH_150.jpg,Core,Neutral,,,,
2388,Fields of Honor,Drums of War,"Classic, Core",151,El Pollo Grande,Ally,Any,Chicken,,,Neutral,,R,2,,3,,Melee,0,2,"When El Pollo Grande deals combat damage, you may put a Chicken ally token into play with 0 [Melee] ATK / 1 health.",2608,FoH_151.jpg,Core,Neutral,,,,
2389,Fields of Honor,Drums of War,"Classic, Core",152,Treebole,Ally,Any,Elemental Ancient,,,Neutral,Unique   ,E,5,,5,,Melee,0,5,"At the start of your turn, each player chooses an ally in his party. Destroy all other allies.",2756,FoH_152.jpg,Core,Neutral,,,,
2390,Fields of Honor,Drums of War,"Classic, Core",153,Berserker Bracers,Armor,DkPaWr,,,,Neutral,Armor Plate Wrist (1),R,4,,0,,,4,0,"When your hero is dealt damage, ready Berserker Bracers.",2809,FoH_153.jpg,Core,Neutral,,,,
2391,Fields of Honor,Drums of War,"Classic, Core",154,Bonefist Gauntlets,Armor,DkPaWr,,,,Neutral,Armor Plate Hands (1),U,2,,0,,,2,0,[Activate] >>> You pay 2 less the next time you strike with a weapon this turn.,2677,FoH_154.jpg,Core,Neutral,,,,
2392,Fields of Honor,Drums of War,"Classic, Core",155,Bulwark of the Amani Empire,Armor,PaShWr,,,,Neutral,Armor Shield Off-Hand(1),R,4,,0,,,3,0,Bulwark of the Amani Empire can prevent damage that would be dealt to allies in your party.,2750,FoH_155.jpg,Core,Neutral,,,,
2393,Fields of Honor,Drums of War,"Classic, Core",156,Don Alejandro's Money Belt,Armor,DrRo,,,,Neutral,Armor Leather Wrist (1),R,3,,0,,,1,0,"[Activate] >>> You may reveal an equipment card from your hand. If you do, put it into your resource row face down and exhausted.",2751,FoH_156.jpg,Core,Neutral,,,,
2394,Fields of Honor,Drums of War,"Classic, Core",157,Dryad's Wrist Bindings,Armor,DrMgPrWk,,,,Neutral,Armor Cloth Wrist (1),U,2,,0,,,1,0,"[Activate], Destroy one of your resources >>> Draw a card.",2676,FoH_157.jpg,Core,Neutral,,,,
2395,Fields of Honor,Drums of War,"Classic, Core",158,Gladiator's Sanctuary,Armor,Druid,,,,Neutral,Arena Armor Set Leather Chest (1) Hands (1) Head (1) Legs (1) Shoulder (1),E,8,,0,,,6,0,"When you place a resource, you may put the top card of your deck into your resource row face down and ready.
[Activate] >>> Attach a Balance ability token with three wind counters to target hero or ally. That ability had ""Attached character can't attack or protect. At the start of your turn, remove a wind counter. If none remain, destroy this ability.",2635,FoH_158.jpg,Core,Neutral,,,,
