series,series_abr,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
Scourgewar,SGW,150,Olaf Steelbreaker,Ally,Warrior,Dwarf,,,Alliance,,C,5,,4,,Melee,0,6,Protector,3021,SGW_150.jpg,Core,Neutral,,,,
Scourgewar,SGW,151,Petreus Roffe,Ally,Paladin,Human,,,Alliance,,C,3,,3,,Holy,0,3,Protector,3022,SGW_151.jpg,Core,Neutral,,,,
Scourgewar,SGW,152,Plasu,Ally,Hunter,Draenei,,,Alliance,,C,2,,2,,Ranged,0,2,"Shadow Resistance (Prevent all shadow damage that this ally would be dealt.)
This ally has Assault 2 while an opponent controls a Shadow card. (+2 ATK on your turn)",3023,SGW_152.jpg,Core,Neutral,,,,
Scourgewar,SGW,153,Skaala of the Somber Watch,Ally,Death Knight,Draenei,,,Alliance,,C,3,,4,,Melee,0,1,"Opposing heroes have ""This hero has -1 ATK for each damage on it.""",3024,SGW_153.jpg,Core,Neutral,,,,
Scourgewar,SGW,154,Soulseeker Huulo,Ally,Priest,Draenei,,,Alliance,,C,3,,3,,Shadow,0,3,"This ally has Assault 1 while you control another hero or ally with Assault, and Mend 1 while you control another hero or ally with Mend.",3025,SGW_154.jpg,Core,Neutral,,,,
Scourgewar,SGW,155,Starli,Ally,Warlock,Gnome,,,Alliance,,C,4,,3,,Fire,0,4,"When this ally deals damage to an ally, you may remove target weapon from the game.",3026,SGW_155.jpg,Core,Neutral,,,,
Scourgewar,SGW,156,Swift Nightsaber,Ally,Any,Nightsaber,,,Alliance,Mount (1),R,1,,0,,Melee,0,4,"Night Elf Hero Required
You pay 1 less to complete quests.
When you place a resource face up, you may ready your hero. If you do, it can't attack this turn.
(Mounts can't attack or be attacked.)",3027,SGW_156.jpg,Core,Neutral,,Night Elf,,
Scourgewar,SGW,157,Swift Ram,Ally,Any,Ram,,,Alliance,Mount (1),R,2,,0,,Melee,0,4,"Dwarf Hero Required
You pay 1 less to complete quests.
When you place a resource face up, you may draw a card. If you do, discard a card.
(Mounts can’t attack or be attacked.)",2909,SGW_157.jpg,Core,Neutral,,Dwarf,,
Scourgewar,SGW,158,Trixie Boltclunker,Ally,Warrior,Gnome,,,Alliance,,C,2,,1,,Melee,0,4,Protector,3028,SGW_158.jpg,Core,Neutral,,,,
Scourgewar,SGW,159,"Varah, Fury of the Stars",Ally,Druid,Night Elf,,,Alliance,,C,6,,6,,Arcane,0,5,Assault 2 (+2 ATK on your turn),3029,SGW_159.jpg,Core,Neutral,,,,
Scourgewar,SGW,160,Vesperia Silversong,Ally,Hunter,Night Elf,,,Alliance,,C,1,,2,,Ranged,0,3,This ally can't attack heroes.,3030,SGW_160.jpg,Core,Neutral,,,,
Scourgewar,SGW,161,Voidmaven Christie Noone,Ally,Warlock,Human,,,Alliance,,U,3,,1,,Shadow,0,5,"On your turn: Pay 3, Exhaust a Demon you control >>> Target player discards a card.",3031,SGW_161.jpg,Core,Neutral,,,,
Scourgewar,SGW,162,Zealot Kalinov,Ally,Priest,Human,,,Alliance,,R,2,,2,,Shadow,0,3,"While this ally is in your graveyard, your hero has Mend 1.",2879,SGW_162.jpg,Core,Neutral,,,,
Scourgewar,SGW,163,Azamoth Deathfang,Ally,Warlock,Orc,,,Horde,,C,1,,2,,Shadow,0,1,"Pay 2, Discard a card >>> This ally deals 1 shadow damage to target ally.",2966,SGW_163.jpg,Core,Neutral,,,,
Scourgewar,SGW,164,Besora Galefeather,Ally,Druid,Tauren,,,Horde,,C,3,,1,,Arcane,0,5,Assault 2 (+2 ATK on your turn),2967,SGW_164.jpg,Core,Neutral,,,,
Scourgewar,SGW,165,Broderick Langforth,Ally,Mage,Undead,,,Horde,,R,1,,2,,Fire,0,1,"When this ally is in your graveyard, your hero has Assault 1.",2850,SGW_165.jpg,Core,Neutral,,,,
Scourgewar,SGW,166,Claemora Amberglare,Ally,Hunter,Blood Elf,,,Horde,,C,4,,2,,Ranged,0,4,"When this ally enters play, target hero or ally has Assault 2 this turn. (+2 ATK on your turn)",2968,SGW_166.jpg,Core,Neutral,,,,
Scourgewar,SGW,167,Conqueror Gurzom,Ally,Warrior,Orc,,,Horde,,U,4,,4,,Melee,0,4,Prevent all damage that Rogues would deal to this ally.,2862,SGW_167.jpg,Core,Neutral,,,,
Scourgewar,SGW,168,Conqueror Jarano,Ally,Druid,Tauren,,,Horde,,U,6,,6,,Melee,0,6,"When this ally enters play, you may destroy target [Death Knight] ability or equipment.",2969,SGW_168.jpg,Core,Neutral,,,,
Scourgewar,SGW,169,Conqueror Neusuada,Ally,Rogue,Blood Elf,,,Horde,,U,2,,3,,Melee,0,2,"When this ally attacks, you may destroy target non-hero Warlock or Warlock equipment.",2970,SGW_169.jpg,Core,Neutral,,,,
Scourgewar,SGW,170,Conqueror Yun'zon,Ally,Mage,Troll,,,Horde,,U,5,,5,,Fire,0,5,Opposing Warriors and Warrior cards in play lose and can't have powers.,2971,SGW_170.jpg,Core,Neutral,,,,
Scourgewar,SGW,171,Drandus the Deathcaller,Ally,Death Knight,Blood Elf,,,Horde,,U,2,,2,,Shadow,0,2,"Protector
Ghouls you control have Assault 2.",2972,SGW_171.jpg,Core,Neutral,,,,
Scourgewar,SGW,172,Emelia Darkhand,Ally,Death Knight,Undead,,,Horde,,C,1,,3,,Shadow,0,1,"Protector
This ally can't attack unless an opponent controls more allies than you.",2973,SGW_172.jpg,Core,Neutral,,,,
Scourgewar,SGW,173,Farander Shadesurge,Ally,Priest,Blood Elf,,,Horde,,C,5,,4,,Shadow,0,5,"Mend 2 (At the start of your turn, this ally may heal 2 damage from target hero or ally.)",2974,SGW_173.jpg,Core,Neutral,,,,
Scourgewar,SGW,174,Firewarden Wyland Kaslinth,Ally,Mage,Blood Elf,,,Horde,,C,1,,1,,Fire,0,2,Assault 1 (+1 ATK on your turn),2975,SGW_174.jpg,Core,Neutral,,,,
Scourgewar,SGW,175,Garrosh Hellscream,Ally,Warrior,Orc,,,Horde,Unique,E,7,,7,,Melee,0,7,"Protector
Each ally you control has Assault X, where X is its printed ATK.",2976,SGW_175.jpg,Core,Neutral,,,,
Scourgewar,SGW,176,Ginza Darktusk,Ally,Death Knight,Troll,,,Horde,,C,5,,7,,Shadow,0,5,"Protector
This ally can't attack unless an opponent controls more allies than you.",2977,SGW_176.jpg,Core,Neutral,,,,
Scourgewar,SGW,177,Great Kodo,Ally,Any,Kodo,,,Horde,Mount (1),R,1,,0,,Melee,0,4,"Tauren Hero Required
You pay 1 less to complete quests.
When you place a resource face up, you may exhaust target card in play.
(Mounts can't attack or be attacked.)",2910,SGW_177.jpg,Core,Neutral,,Tauren,,
Scourgewar,SGW,178,Grovemender Ash'lon,Ally,Druid,Tauren,,,Horde,,C,6,,3,,Nature,0,6,"Mend 3 (At the start of your turn, this ally may heal 3 damage from target hero or ally.)
When this ally heals damage, you may draw a card.",2978,SGW_178.jpg,Core,Neutral,,,,
Scourgewar,SGW,179,Haranto Darkstrider,Ally,Death Knight,Tauren,,,Horde,,C,3,,5,,Melee,0,3,"Protector
This ally can't attack unless an opponent controls more allies than you.",2979,SGW_179.jpg,Core,Neutral,,,,
Scourgewar,SGW,180,Huro'shal Gutwrench,Ally,Shaman,Troll,,,Horde,,C,5,,5,,Melee,0,3,"When this ally is dealt damage, you may destroy target ability.",2980,SGW_180.jpg,Core,Neutral,,,,
Scourgewar,SGW,181,Huzrula,Ally,Shaman,Orc,,,Horde,,C,1,,1,,Nature,0,1,"Mend 2 (At the start of your turn, this ally may heal 2 damage from target hero or ally.)",2981,SGW_181.jpg,Core,Neutral,,,,
Scourgewar,SGW,182,Jaroth Lighguard,Ally,Paladin,Blood Elf,,,Horde,,C,4,,3,,Holy,0,4,"Protector
Mend 1 (At the start of your turn, this ally may heal 1 damage from target hero or ally.)",2982,SGW_182.jpg,Core,Neutral,,,,
Scourgewar,SGW,183,Kurao Stormheart,Ally,Shaman,Tauren,,,Horde,,C,2,,1,,Melee,0,4,"When this ally readies, he may deal 1 melee damage to target ally.",2983,SGW_183.jpg,Core,Neutral,,,,
Scourgewar,SGW,184,Makta the Rumbler,Ally,Warrior,Tauren,,,Horde,,U,7,,8,,Melee,0,6,"While you control a Shout, allies you control have +1 / +1, and opposing allies have -1 / -1.",2984,SGW_184.jpg,Core,Neutral,,,,
Scourgewar,SGW,185,Mojo Mistress Zurania,Ally,Priest,Troll,,,Horde,,C,3,,2,,Shadow,0,4,"Mend 2 (At the start of your turn, this ally may heal 2 damage from target hero or ally.)",2985,SGW_185.jpg,Core,Neutral,,,,
Scourgewar,SGW,186,Nathanos Blightcaller,Ally,Any,Undead,,,Horde,Ranger Unique,E,4,,2,,Ranged,0,2,"When this ally enters play, put two 2 Melee / 2 Health Blighthound ally tokens into play with Protector.
This ally can't be destroyed while you control a Blighthound.",2986,SGW_186.jpg,Core,Neutral,,,,
Scourgewar,SGW,187,Raztu'jor,Ally,Warrior,Troll,,,Horde,,C,4,,5,,Melee,0,3,"When this ally attacks, you may destroy target weapon.",2987,SGW_187.jpg,Core,Neutral,,,,
Scourgewar,SGW,188,Rukdara Dreadhand,Ally,Death Knight,Orc,,,Horde,,C,4,,4,,Shadow,0,3,"Pay 1, Discard a card >>> This turn, opposing allies have ""This ally has -1 ATK for each damage on it.""",2988,SGW_188.jpg,Core,Neutral,,,,
Scourgewar,SGW,189,Sindo'zur the Toxifier,Ally,Rogue,Troll,,,Horde,,U,5,,4,,Melee,0,6,"When this ally deals combat damage to a hero, you may put a Poison from your hand into play attached to that hero.",2989,SGW_189.jpg,Core,Neutral,,,,
Scourgewar,SGW,190,Swift Raptor,Ally,Any,Raptor,,,Horde,Mount (1),R,1,,0,,Melee,0,4,"Troll Hero Required
You pay 1 less to complete quests.
When you place a resource face up, your hero heals 2 damage from itself.
(Mounts can't attack or be attacked.)",2990,SGW_190.jpg,Core,Neutral,,Troll,,
Scourgewar,SGW,191,Tanzuri,Ally,Hunter,Troll,,,Horde,,C,2,,3,,Ranged,0,1,This ally has Assault 2 while an opposing ally with cost 4 or more is in play. (+2 ATK on your turn.),2991,SGW_191.jpg,Core,Neutral,,,,
Scourgewar,SGW,192,Teresa Voidheart,Ally,Warlock,Undead,,,Horde,,C,3,,2,,Shadow,0,3,"Shadow Resistance (Prevent all shadow damage that this ally would be dealt.)
Pay 2, Remove this ally from the game >>> Draw a card.",2992,SGW_192.jpg,Core,Neutral,,,,
Scourgewar,SGW,193,"Thag ""Big Bounty"" Cragshot",Ally,Hunter,Orc,,,Horde,,C,7,,4,,Ranged,0,6,"When this ally enters play, he may deal 4 ranged damage to target ally with cost 4 or more.",2993,SGW_193.jpg,Core,Neutral,,,,
Scourgewar,SGW,194,Thurgood Steelwall,Ally,Warrior,Undead,,,Horde,,C,4,,3,,Melee,0,5,"Shadow Resistance (Prevent all shadow damage that this ally would be dealt.)
Pay 2, Discard a card >>> Target hero or ally has Protector this turn.",2994,SGW_194.jpg,Core,Neutral,,,,
Scourgewar,SGW,195,Twilight Vanquisher Knolan,Ally,Priest,Undead,,,Horde,,R,3,,3,,Shadow,0,2,"Shadow Resistance
You may play this ally without paying his cost if a hero or ally you controled dealt shadow damage to an opposing hero this turn.",2871,SGW_195.jpg,Core,Neutral,,,,
Scourgewar,SGW,196,Verzuk Bloodfist,Ally,Rogue,Orc,,,Horde,,C,6,,3,,Melee,0,6,"Assault 3 (+3 ATK on your turn)
When this ally deals damage to an exhausted ally, you may destroy target equipment.",2995,SGW_196.jpg,Core,Neutral,,,,
Scourgewar,SGW,197,Vindron the Impure,Ally,Warlock,Blood Elf,,,Horde,,U,3,,3,,Shadow,0,3,"When this ally attacks, he may deal shadow damage to target hero or ally equal to the number of Curses you control.",2996,SGW_197.jpg,Core,Neutral,,,,
Scourgewar,SGW,198,Whitney Gravecaller,Ally,Death Knight,Undead,,,Horde,,C,5,,3,,Shadow,0,5,"Shadow Resistance
When this ally enters play, you may put target Death Knight or Undead ally from your graveyard into your hand.",2875,SGW_198.jpg,Core,Neutral,,,,
Scourgewar,SGW,199,Winston Duskhaven,Ally,Rogue,Undead,,,Horde,,C,6,,6,,Melee,0,4,"Shadow Resistance (Prevent all shadow damage that this ally would be dealt.)
Pay 2, Discard a card >>> Target hero or ally has Shadow Resistance this turn.",2997,SGW_199.jpg,Core,Neutral,,,,
Scourgewar,SGW,200,Alard Schmied,Ally,Any,Human,,,Neutral,Blacksmithing Master Unique,R,4,,5,,Fire,0,3,"This ally has +X Health, where X is the combined Armor of Plate armor you control.",2957,SGW_200.jpg,Core,Neutral,,,,
Scourgewar,SGW,201,Azjol-anak Acidslinger,Ally,Any,Nerubian,,,Neutral,,C,2,,2,,Nature,0,2,"Nerubian Reputation (You can't put cards with other reputations in your deck.)
This ally has +1 / +1 while an equipment is in your graveyard.",2958,SGW_201.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,202,Azjol-anak Acidspewer,Ally,Any,Nerubian,,,Neutral,,C,5,,5,,Nature,0,5,"Nerubian Reputation (You can't put cards with other reputations in your deck.)
This ally has +1 / +1 while an equipment is in your graveyard.",2959,SGW_202.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,203,Azjol-anak Battleguard,Ally,Any,Nerubian,,,Neutral,,C,6,,6,,Melee,0,6,"Nerubian Reputation (You can't put cards with other reputations in your deck.)
This ally has +1 / +1 while an ally is in your graveyard.",2960,SGW_203.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,204,Azjol-anak Broodguard,Ally,Any,Nerubian,,,Neutral,,C,4,,4,,Melee,0,4,"Nerubian Reputation (You can't put cards with other repuations in your deck.)
This ally has +1/+1 while an ally is in your graveyard.",2859,SGW_204.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,205,Azjol-anak Webspinner,Ally,Any,Nerubian,,,Neutral,,C,1,,1,,Melee,0,1,"Nerubian Reputation (You can't put cards with other repuations in your deck.)
This ally has +1/+1 while an ability is in your graveyard.",2858,SGW_205.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,206,Azjol-anak Webweaver,Ally,Any,Nerubian,,,Neutral,,C,3,,3,,Melee,0,3,"Nerubian Reputation (You can't put cards with other reputations in your deck.)
This ally has +1 / +1 while an ability is in your graveyard.",2961,SGW_206.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,207,Charles Worth,Ally,Any,Human,,,Neutral,Tailoring Master Unique,R,2,,1,,Arcane,0,5,"This ally has Mend X, where X is the combined Armor of Cloth armor you control.",2962,SGW_207.jpg,Core,Neutral,,,,
Scourgewar,SGW,208,Diane Cannings,Ally,Any,Human,,,Neutral,Leatherworking Master Unique,R,3,,3,,Nature,0,4,"This ally has Assault X, where X is the combined Armor of Leather and Mail armor you control.",2869,SGW_208.jpg,Core,Neutral,,,,
Scourgewar,SGW,209,Kilix the Unraveler,Ally,Any,Nerubian,,,Neutral,Unique,R,7,,7,,Nature,0,7,"Nerubian Reputation
Protector
When this ally enters play, put up to three cards from the top of your deck into your graveyard. Then, draw a card if an ability is in your graveyard, draw a card if an ally is in your graveyardm and draw a card if an equipment is in your graveyard.",2841,SGW_209.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,210,Klannoc Macleod,Ally,Warrior,Human,,,Neutral,Unique,E,4,,4,,Melee,0,5,"Pay 1, Put 1 damage on a Warrior you control >>> It has +1 ATK this turn.",2861,SGW_210.jpg,Core,Neutral,,,,
Scourgewar,SGW,211,Lord Darion Mograine,Ally,Death Knight,Human,,,Neutral,Unique,E,5,,5,,Frost,0,6,"Pay 1, Destroy a Death Knight you control  Put a 3 Melee / 3 Health Ghoul ally token into play.",2963,SGW_211.jpg,Core,Neutral,,,,
Scourgewar,SGW,212,Lord Jorach Ravenholdt,Ally,Rogue,Human,,,Neutral,Unique,E,4,,5,,Melee,0,4,"Pay 1, Exhaust a Rogue you control >>> Exhaust target hero or ally.",2964,SGW_212.jpg,Core,Neutral,,,,
Scourgewar,SGW,213,Mor'zul Bloodbringer,Ally,Warlock,Human,,,Neutral,Unique,E,5,,6,,Shadow,0,5,"Pay 1, Remove a Warlock ally you control from the game >>> Remove target ally from the game.",2965,SGW_213.jpg,Core,Neutral,,,,
Scourgewar,SGW,214,Spectral Kitten,Ally,Any,Tiger,,,Neutral,Pet (1),R,3,,4,,Melee,0,4,"Horde allies you control have +1 ATK. 
Alliance allies you control have +1 Health. 
Other Non-Horde, non-Alliance allies you control have +1 / +1.",2844,SGW_214.jpg,Core,Neutral,,,,
Scourgewar,SGW,215,Tiny,Ally,Any,Raptor,,,Neutral,Mount (1),U,1,,0,,Melee,0,3,"When you place a resource face up, you pay 2 less to complete your next quest this turn.
(Mounts can't attack or be attacked.)",2842,SGW_215.jpg,Core,Neutral,,,,
Scourgewar,SGW,216,Bloodbane's Fall,Item,Any, ,,,Neutral,[A] Cloth Back (1),C,3,,0,,,1,0,Your hero has Assault 1. (+1 ATK on your turn.),2930,SGW_216.jpg,Core,Neutral,,,,
Scourgewar,SGW,217,Boots of the Whirling Mist,Item,DrRo, ,,,Neutral,[A] Leather Feet (1),R,2,,0,,,1,0,"Druid Hero:   Remove your hero from combat.
Rogue Hero:   Interrupt target ability that's targeting your hero.",2865,SGW_217.jpg,Core,Neutral,,,,
Scourgewar,SGW,218,Breastplate of Undeath,Item,DkPaWr, ,,,Neutral,[A] Plate Chest (1),U,2,,0,,,0,0,"This armor enters play with five +1 Armor counters.
At the start of your turn, remove a +1 Armor counter. If none remain, destroy this armor.",2931,SGW_218.jpg,Core,Neutral,,,,
Scourgewar,SGW,219,"Darkspeaker's Footpads, The",Item,MgPrWk, ,,,Neutral,[A] Cloth Feet (1),C,2,,0,,,1,0,[Exhaust] >>> Ready a resource you control.,2932,SGW_219.jpg,Core,Neutral,,,,
Scourgewar,SGW,220,Greaves of Ancient Evil,Item,DkPaWr, ,,,Neutral,[A] Plate Feet (1),R,3,,0,,,3,0,"When damage is prevented with this armor,
Death Knight Hero: Ready a weapon you control.
Paladin Hero: Ready another armor you control.
Warrior Hero: Ready your hero.",2933,SGW_220.jpg,Core,Neutral,,,,
Scourgewar,SGW,221,Incursion Vestments,Item,MgPrWk, ,,,Neutral,[A] Cloth Chest (1),R,2,,0,,,1,0,"If an opposing ally was destroyed this turn:
Mage Hero: 1,   Draw a card.
Priest Hero: 1,   Your hero heals 5 damage from target hero or ally.
Warlock Hero: 1,   Target opponent discards a card.",2934,SGW_221.jpg,Core,Neutral,,,,
Scourgewar,SGW,222,King Dred's Helm,Item,HuSh, ,,,Neutral,[A] Mail Head (1),R,4,,0,,,3,0,"When your hero turns face down, target up to three heroes and/or allies.
Hunter Hero: Your hero deals 2 ranged damage to each of them.
Shaman Hero: Your hero deals 3, 2, and 1 nature damage to them, respectively.",2870,SGW_222.jpg,Core,Neutral,,,,
Scourgewar,SGW,223,Riot Shield,Item,PaWr, ,,,Neutral,[A] Shield Off-Hand (1),U,3,,0,,,1,0,"When your hero is dealt combat damage, you may add a +1 Armor counter.",2935,SGW_223.jpg,Core,Neutral,,,,
Scourgewar,SGW,224,Shoulderpads of Fleshwerks,Item,DrRo, ,,,Neutral,[A] Leather Shoulder (1),C,6,,0,,,2,0,"When this armor enters play, you may destroy target ally with Mend or Protector.",2936,SGW_224.jpg,Core,Neutral,,,,
Scourgewar,SGW,225,Spaulders of Lost Secrets,Item,HuSh, ,,,Neutral,[A] Mail Shoulder (1),C,3,,0,,,2,0,"When this armor enters play, you may put the bottom card of your deck into your hand.",2937,SGW_225.jpg,Core,Neutral,,,,
Scourgewar,SGW,226,Vengeance Wrap,Item,DkDrHuPaRoShWr, ,,,Neutral,[A] Cloth Back (1),U,3,,0,,,1,0,"When this armor enters play, you may remove an ally in a graveyard from the game.
[Exhaust] >>> Your hero deals 1 melee damage to target hero or ally that shares a class or race with that ally.",2938,SGW_226.jpg,Core,Neutral,,,,
Scourgewar,SGW,227,Oracle Talisman of Ablution,Item,Any, ,,,Neutral,[I] Trinket (2),U,1,,0,,,0,0,Allies you control that share a class with your hero have Assault 1.,2939,SGW_227.jpg,Core,Neutral,,,,
Scourgewar,SGW,228,Dragonflight Great-Ring,Item,DkDrPaWr, ,,,Neutral,[I] Ring (2),E,13,,0,,,0,0,"At the start of your turn, destroy target hero.",2878,SGW_228.jpg,Core,Neutral,,,,
Scourgewar,SGW,229,Extract of Necromantic Power,Item,DkWk, ,,,Neutral,[I] Trinket (2),R,1,,0,,,0,0,"As each turn starts,
Warlock Hero: Prevent the next 3 melee damage that would be dealt to your hero this turn.
Death Knight Hero: Prevent the next 3 non-melee damage that would be dealt to your hero this turn.",2940,SGW_229.jpg,Core,Neutral,,,,
Scourgewar,SGW,230,Mighty Shadow Protection Potion,Item,DkDrHuMgRoShWr, ,,,Neutral,[I] Potion,C,1,,0,,,0,0,Destroy this item >>> Target friendly hero or ally has Shadow Resistance this turn. (Prevent all shadow damage that it would be dealt.),2856,SGW_230.jpg,Core,Neutral,,,,
Scourgewar,SGW,231,Arm Blade of Augelmir,Item,RoSh, ,,,Neutral,[W] 1-Hand Fist Melee (1) Instant,U,2,,1,0,Melee,0,0,"When this weapon enters play, you may put target ability into its owner's hand.",2941,SGW_231.jpg,Core,Neutral,,,,
Scourgewar,SGW,232,Blade of the Empty Void,Item,DkPaWr, ,,,Neutral,[W] 1-Hand Sword Melee (1),R,3,,3,1,Shadow,0,0,"While this weapon is in your graveyard, your hero has Protector.",2868,SGW_232.jpg,Core,Neutral,,,,
Scourgewar,SGW,233,Crimson Cranium Crusher,Item,PaRoSh, ,,,Neutral,[W] 1-Hand Mace Melee (1),R,4,,4,2,Melee,0,0,"When an opposing resource turns face down, you may draw a card.",2942,SGW_233.jpg,Core,Neutral,,,,
Scourgewar,SGW,234,Dagger of Betrayal,Item,Rogue, ,,,Neutral,[W] 1-Hand Dagger Melee (1),R,2,,2,1,Melee,0,0,On your turn: [Exhaust] >>> Target opponent chooses an ally he controls. Exchange control of that ally and this weapon.,2943,SGW_234.jpg,Core,Neutral,,,,
Scourgewar,SGW,235,Edge of Oblivion,Item,DkShWr, ,,,Neutral,[W] 2-Hand Axe Melee (1),R,4,,0,0,Melee,0,0,"This weapon enters play with five +1 ATK counters.
At the start of your turn, remove a +1 ATK counter. If none remain, destroy this weapon.",2944,SGW_235.jpg,Core,Neutral,,,,
Scourgewar,SGW,236,Encrusted Zombie Finger,Item,MgPrWk, ,,,Neutral,[W] 1-Hand Wand Ranged (1),R,3,,1,0,Frost,0,0,"When your hero attacks, yo umay point and make a Zombie noise. If you do, this weapon has Assault 1 this turn.",2873,SGW_236.jpg,Core,Neutral,,,,
Scourgewar,SGW,237,Fleshwerk Throwing Glaive,Item,RoWr, ,,,Neutral,[W] 1-Hand Shuriken Ranged (1),R,2,,2,1,Ranged,0,0,"Thrown
Rogue Hero: This weapon has +1 ATK.
Warrior Hero: You pay 1 less to strike with this weapon.",2945,SGW_237.jpg,Core,Neutral,,,,
Scourgewar,SGW,238,Gavel of the Fleshcrafter,Item,DrPaPrSh, ,,,Neutral,[W] 1-Hand Mace Melee (1),U,5,,1,1,Shadow,0,0,"Your hero has Mend 3. (At the start of your turn, it may heal 3 damage from target hero or ally.)",2851,SGW_238.jpg,Core,Neutral,,,,
Scourgewar,SGW,239,Life-Staff of the Web Lair,Item,DrMgPrShWk, ,,,Neutral,[W] 2-Hand Staff Melee (1),R,3,,1,5,Melee,0,0,"Nerubian Reputation
Nerubian allies you control have +1 / +1.
[Exhaust] >>> Your hero deals nature damage to target hero or ally equal to the number of Nerubian allies you control.",2946,SGW_239.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,240,Netherbreath Spellblade,Item,DrMgPrWk, ,,,Neutral,[W] 1-Hand Dagger Melee (1),R,5,,1,5,Melee,0,0,"If you would draw a card, you may skip drawing it instead.
When you first skip drawing a card this way on each of your turns, put target ability from you graveyard into your hand.",2947,SGW_240.jpg,Core,Neutral,,,,
Scourgewar,SGW,241,Reanimator's Hacker,Item,DkHuShWr, ,,,Neutral,[W] 1-Hand Axe Melee (1),U,4,,3,2,Melee,0,0,"Pay 2, Destroy this weapon >>> Put target ally from your graveyard into your hand.",2948,SGW_241.jpg,Core,Neutral,,,,
Scourgewar,SGW,242,Reaper of Dark Souls,Item,DkPaRoWr, ,,,Neutral,[W] 1-Hand Sword Melee (1),U,0,+x,0,2,Shadow,0,0,This weapon enters play with X +1 ATK counters.,2949,SGW_242.jpg,Core,Neutral,,,,
Scourgewar,SGW,243,Saliva Corroded Pike,Item,HuPa, ,,,Neutral,[W] 2-Hand Polearm Melee (1),U,4,,3,2,Melee,0,0,"When damage is dealt with this weapon on an opponent's turn, you may ready it.",2950,SGW_243.jpg,Core,Neutral,,,,
Scourgewar,SGW,244,Staff of Sinister Claws,Item,DrMgPrWk, ,,,Neutral,[W] 2-Hand Staff Melee (1),U,2,,1,5,Melee,0,0,"At the start of your turn, target random ally you control has Assault 2 this turn.",2951,SGW_244.jpg,Core,Neutral,,,,
Scourgewar,SGW,245,Touch of Unlife,Item,MgPrWk, ,,,Neutral,[W] 1-Hand Wand Ranged (1),U,3,,1,2,Shadow,0,0,"At the start of your turn, your hero deals 1 shadow damage to target hero or ally. If damage is dealt this way, your hero heals 1 damage from itself.",2952,SGW_245.jpg,Core,Neutral,,,,
Scourgewar,SGW,246,Trapper's Rifle,Item,Hunter, ,,,Neutral,[W] 1-Hand Gun Ranged (1),R,3,,3,2,Ranged,0,0,"When you strike with this weapon, your hero has Long-Range this combat.
At the end of your turn, you may ready your hero.",2953,SGW_246.jpg,Core,Neutral,,,,
Scourgewar,SGW,247,Trophy Gatherer,Item,Hunter, ,,,Neutral,[W] 1-Hand Bow Ranged (1),U,5,,3,3,Ranged,0,0,"You pay 3 less to strike with this weapon while your hero is in combat with an ally with cost 4 or more.
When you strike with this weapon, your hero has Long-Range this combat.",2954,SGW_247.jpg,Core,Neutral,,,,
Scourgewar,SGW,248,Unearthed Broadsword,Item,DkPaWr, ,,,Neutral,[W] 2-Hand Sword Melee (1),C,4,,4,3,Melee,0,0,"At the start of your turn, if this weapon is in your graveyard, you may pay 1. If you do, put it into your hand.",2955,SGW_248.jpg,Core,Neutral,,,,
Scourgewar,SGW,249,Death to the Traitor King,Quest,Any, ,,,Neutral,,C,0,,0,,,0,0,"Nerubian Reputation
On your turn: Declare an opposing hero or ally the Traitor King this turn and pay 3 to complete this quest.
Reward: Draw a card. Heroes and allies you control have Assault 1 while attacking the Traitor King this turn.",2911,SGW_249.jpg,Core,Neutral,,,,Nerubian
Scourgewar,SGW,250,"Voice in the Dark, A",Quest,Any, ,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: An opponent chooses one: Put a random card from your graveyard into your hand; or draw a card.",2912,SGW_250.jpg,Core,Neutral,,,,
Scourgewar,SGW,251,Brothers in Death,Quest,Any, ,,,Neutral,,U,0,,0,,,0,0,"On your turn: Pay 3 to complete this quest.
Reward: Remove target ally in a graveyard from the game. If you do, put a 3 Melee / 3 Health Ghoul ally token into play.",2913,SGW_251.jpg,Core,Neutral,,,,
Scourgewar,SGW,252,Culling the Damned,Quest,Any, ,,,Neutral,,C,0,,0,,,0,0,"Reveal any number of cards from your hand and pay 5 to complete this quest.
Reward: If you revealed an ability, draw a card.
If you revealed an ally, draw a card.
If you revealed an equipment, draw a card.",2914,SGW_252.jpg,Core,Neutral,,,,
